No.,Studies,Author.year,Longitude(o),Latitude(o),MAT (¡ãC),MAP(mm),Ecosystem,Restoration time (year),Soil depth (cm),ambient SOC(g kg-1),lnRR.SOC,lnRR.TN,lnRR.TP,lnRR.AN,lnRR.AP,lnRR.MBC,lnRR.MBN,lnRR.MBP,lnRR.invertase,lnRR.urease,lnRR.catalase,lnRR.phosphatase,Climate
159,22,Liu 2009b,104.42,36.03,6.2,320.0,Non-forest,20.0,10.0,4.89,-0.2914,-0.4747,-0.3059,,-1.6047,-0.4399,,,,,,,Temperate
160,22,Liu 2009b,104.42,36.03,6.2,320.0,Non-forest,20.0,10.0,4.89,-0.2671,-0.2501,-0.1222,,-1.011,-0.4421,,,,,,,Temperate
161,22,Liu 2009b,104.42,36.03,6.2,320.0,Non-forest,20.0,10.0,4.89,0.034,-0.2463,-0.1593,,-1.1973,-0.3803,,,,,,,Temperate
162,23,Zhang et al. 2014a,103.78,36.22,8.4,263.0,Non-forest,6.0,5.0,6.05,0.183,0.1252,,,,,,,,,,,Temperate
163,23,Zhang et al. 2014a,103.78,36.22,8.4,263.0,Non-forest,6.0,15.0,5.6,0.0902,0.042,,,,,,,,,,,Temperate
164,23,Zhang et al. 2014a,103.78,36.22,8.4,263.0,Non-forest,6.0,30.0,3.89,0.0268,0.0328,,,,,,,,,,,Temperate
165,23,Zhang et al. 2014a,103.78,36.22,8.4,263.0,Non-forest,6.0,50.0,4.57,0.0885,-0.0572,,,,,,,,,,,Temperate
166,23,Zhang et al. 2014a,103.78,36.22,8.4,263.0,Non-forest,6.0,70.0,3.15,0.0084,-0.066,,,,,,,,,,,Temperate
167,23,Zhang et al. 2014a,103.78,36.22,8.4,263.0,Non-forest,6.0,90.0,2.78,0.0282,-0.0741,,,,,,,,,,,Temperate
168,24,Zhang et al. 2014a,103.78,36.22,8.4,263.0,Non-forest,9.0,5.0,6.05,0.2767,0.2151,,,,,,,,,,,Temperate
169,24,Zhang et al. 2014a,103.78,36.22,8.4,263.0,Non-forest,9.0,15.0,5.6,-0.0095,-0.029,,,,,,,,,,,Temperate
170,24,Zhang et al. 2014a,103.78,36.22,8.4,263.0,Non-forest,9.0,30.0,3.89,-0.0346,-0.1054,,,,,,,,,,,Temperate
171,24,Zhang et al. 2014a,103.78,36.22,8.4,263.0,Non-forest,9.0,50.0,4.57,-0.1294,-0.0377,,,,,,,,,,,Temperate
172,24,Zhang et al. 2014a,103.78,36.22,8.4,263.0,Non-forest,9.0,70.0,3.15,0.1335,0.0619,,,,,,,,,,,Temperate
173,24,Zhang et al. 2014a,103.78,36.22,8.4,263.0,Non-forest,9.0,90.0,2.78,0.0822,0.0235,,,,,,,,,,,Temperate
174,25,Gong et al. 2005,104.65,35.57,6.4,427.0,Non-forest,25.0,10.0,6.32,0.6414,0.47,0.07,,-0.8775,,,,,,,,Temperate
175,25,Gong et al. 2005,104.65,35.57,6.4,427.0,Non-forest,25.0,10.0,6.32,0.9646,0.5878,0.1226,,1.7563,,,,,,,,Temperate
176,25,Gong et al. 2005,104.65,35.57,6.4,427.0,Non-forest,8.0,10.0,6.32,0.6793,0.5306,-0.0597,,0.1921,,,,,,,,Temperate
177,25,Gong et al. 2005,104.65,35.57,6.4,427.0,Non-forest,25.0,30.0,4.93,0.6633,0.3677,-0.058,,-1.123,,,,,,,,Temperate
178,25,Gong et al. 2005,104.65,35.57,6.4,427.0,Non-forest,25.0,30.0,4.93,0.8355,0.3677,-0.058,,1.3248,,,,,,,,Temperate
179,25,Gong et al. 2005,104.65,35.57,6.4,427.0,Non-forest,8.0,30.0,4.93,0.7278,0.2877,-0.0286,,0.0262,,,,,,,,Temperate
180,26,Gong et al. 2005,104.65,35.57,6.4,427.0,Forest,25.0,10.0,6.32,0.7158,0.4055,0.0426,,0.8682,,,,,,,,Temperate
181,26,Gong et al. 2005,104.65,35.57,6.4,427.0,Forest,25.0,30.0,4.93,0.6633,0.4418,-0.0432,,0.6155,,,,,,,,Temperate
182,27,Cai et al. 2012,104.75,35.47,6.4,390.9,Forest,6.0,35.0,3.9,0.251,0.2069,0.0094,-0.5338,0.0405,,,,,,,,Temperate
183,28,Cai et al. 2012,104.75,35.47,6.4,390.9,Non-forest,6.0,35.0,3.9,0.0985,0.0171,0.0694,-0.812,-0.3665,,,,,,,,Temperate
184,28,Gao et al. 2009,104.22,35.3,6.4,415.0,Non-forest,3.0,2.5,2.49,0.1559,0.1178,,,,,,,,,,,Temperate
185,28,Gao et al. 2009,104.22,35.3,6.4,415.0,Non-forest,5.0,2.5,2.49,0.3319,0.2877,,,,,,,,,,,Temperate
186,28,Gao et al. 2009,104.22,35.3,6.4,415.0,Non-forest,8.0,2.5,2.49,0.5276,0.4595,,,,,,,,,,,Temperate
187,28,Gao et al. 2009,104.22,35.3,6.4,415.0,Non-forest,3.0,7.5,2.53,0.0311,0.0408,,,,,,,,,,,Temperate
188,28,Gao et al. 2009,104.22,35.3,6.4,415.0,Non-forest,5.0,7.5,2.53,0.1365,0.1178,,,,,,,,,,,Temperate
189,28,Gao et al. 2009,104.22,35.3,6.4,415.0,Non-forest,8.0,7.5,2.53,0.2192,0.2231,,,,,,,,,,,Temperate
190,28,Gao et al. 2009,104.22,35.3,6.4,415.0,Non-forest,3.0,15.0,2.46,0.0241,0.0,,,,,,,,,,,Temperate
191,28,Gao et al. 2009,104.22,35.3,6.4,415.0,Non-forest,5.0,15.0,2.46,0.0476,0.0426,,,,,,,,,,,Temperate
192,28,Gao et al. 2009,104.22,35.3,6.4,415.0,Non-forest,8.0,15.0,2.46,0.0857,0.0426,,,,,,,,,,,Temperate
193,29,Cai et al. 2012,104.75,35.47,6.4,390.9,Non-forest,6.0,35.0,3.9,0.121,0.1292,0.0057,-0.8308,-0.2634,,,,,,,,Temperate
194,29,Cai et al. 2012,104.75,35.47,6.4,390.9,Non-forest,6.0,35.0,3.9,0.3615,0.3544,0.0605,-0.2086,-0.0167,,,,,,,,Temperate
195,30,Zhao et al. 2012,102.73,37.21,-0.1,416.0,Non-forest,4.0,5.0,22.7,-0.1957,0.0264,-0.1419,0.0182,-0.0437,,,,,,,,Temperate
196,30,Zhao et al. 2012,102.73,37.21,-0.1,416.0,Non-forest,4.0,15.0,19.67,-0.1978,0.0088,-0.0641,0.1087,0.2768,,,,,,,,Temperate
197,30,Zhao et al. 2012,102.73,37.21,-0.1,416.0,Non-forest,4.0,25.0,17.15,-0.1942,0.341,-0.0614,0.3113,0.4934,,,,,,,,Temperate
198,31,Zhao et al. 2012,102.73,37.21,-0.1,416.0,Non-forest,4.0,5.0,22.7,0.1446,0.0608,-0.034,0.2876,-0.1252,,,,,,,,Temperate
199,31,Zhao et al. 2012,102.73,37.21,-0.1,416.0,Non-forest,4.0,15.0,19.67,0.1651,0.1209,-0.0145,0.2746,-0.0808,,,,,,,,Temperate
200,31,Zhao et al. 2012,102.73,37.21,-0.1,416.0,Non-forest,4.0,25.0,17.15,0.2348,0.4267,-0.0195,0.5238,0.309,,,,,,,,Temperate
201,32,Li 2009,104.14,35.95,6.7,381.8,Non-forest,21.0,5.0,7.33,0.1775,0.0302,-0.0627,,-0.3838,,,,,,,,Temperate
202,32,Li 2009,104.14,35.95,6.7,381.8,Non-forest,21.0,15.0,8.09,-0.2449,0.1565,-0.111,,-0.5981,,,,,,,,Temperate
203,32,Li 2009,104.14,35.95,6.7,381.8,Non-forest,21.0,25.0,8.76,-0.4735,-0.2954,-0.0767,,-0.6694,,,,,,,,Temperate
204,32,Li 2009,104.14,35.95,6.7,381.8,Non-forest,21.0,35.0,8.42,-0.6578,-0.4284,-0.1993,,-0.7767,,,,,,,,Temperate
205,32,Li 2009,104.14,35.95,6.7,381.8,Non-forest,21.0,50.0,6.85,-0.6844,-0.2598,-0.0523,,-0.5367,,,,,,,,Temperate
206,32,Li 2009,104.14,35.95,6.7,381.8,Non-forest,21.0,70.0,4.45,-0.6084,-0.113,-0.114,,-0.2626,,,,,,,,Temperate
207,32,Li 2009,104.14,35.95,6.7,381.8,Non-forest,21.0,90.0,3.09,-0.3209,0.0,0.0606,,0.1253,,,,,,,,Temperate
208,33,Liu 2009a,104.54,35.38,6.2,415.2,Forest,,10.0,0.65,0.517,0.5912,-0.3102,0.3182,-0.8625,,,,0.3715,0.0,0.1063,0.6061,Temperate
209,33,Liu 2009a,104.54,35.38,6.2,415.2,Forest,,30.0,0.78,-0.094,0.5847,-0.1092,0.2648,0.1534,,,,0.4101,-0.1484,-0.1688,0.5754,Temperate
210,33,Liu 2009a,104.54,35.38,6.2,415.2,Forest,,50.0,0.7,0.3765,0.8602,-0.1286,0.2592,0.4063,,,,0.91,-0.1335,0.0867,0.7538,Temperate
211,33,Liu 2009a,104.54,35.38,6.2,415.2,Forest,,10.0,1.1,-0.2566,-0.3553,-0.5008,-0.3192,-1.6495,,,,-0.137,-0.3321,-0.2045,0.2162,Temperate
212,34,Liu 2009a,104.54,35.38,6.2,415.2,Non-forest,,10.0,0.65,0.3254,0.0594,-0.1586,0.0598,-0.6616,,,,0.1882,0.0426,0.0711,0.3483,Temperate
213,34,Liu 2009a,104.54,35.38,6.2,415.2,Non-forest,,30.0,0.78,-0.2458,0.1404,-0.0174,-0.0034,0.131,,,,0.1835,0.0,0.0835,0.4418,Temperate
214,34,Liu 2009a,104.54,35.38,6.2,415.2,Non-forest,,50.0,0.7,-0.2231,0.087,-0.0351,-0.1301,0.2877,,,,0.1646,-0.0426,0.1116,0.1178,Temperate
215,35,Liu 2009a,104.54,35.38,6.2,415.2,Non-forest,,10.0,0.65,0.1297,0.3495,-0.5333,0.1603,-1.3172,,,,0.273,0.0834,0.0346,0.6061,Temperate
216,35,Liu 2009a,104.54,35.38,6.2,415.2,Non-forest,,30.0,0.78,-0.619,0.1522,-0.3716,-0.3262,-0.5933,,,,-0.2162,-0.2318,-0.452,0.1054,Temperate
217,35,Liu 2009a,104.54,35.38,6.2,415.2,Non-forest,,50.0,0.7,-0.7221,0.1144,-0.2992,-0.228,-0.4239,,,,-0.1594,-0.1335,0.2496,-0.2877,Temperate
218,36,Su 2007,100.03,39.23,7.6,117.0,Non-forest,4.0,2.5,14.0,0.2678,0.216,,,,,,,,,,,Temperate
219,36,Su 2007,100.03,39.23,7.6,117.0,Non-forest,4.0,7.5,12.9,0.0818,0.0278,,,,,,,,,,,Temperate
220,36,Su 2007,100.03,39.23,7.6,117.0,Non-forest,4.0,15.0,13.3,0.0149,0.0,,,,,,,,,,,Temperate
221,37,Su 2007,100.05,39.17,7.6,117.0,Non-forest,4.0,2.5,9.7,0.1615,,,,,,,,,,,,Temperate
222,37,Su 2007,100.05,39.17,7.6,117.0,Non-forest,4.0,7.5,9.4,0.1201,0.0711,,,,,,,,,,,Temperate
223,37,Su 2007,100.05,39.17,7.6,117.0,Non-forest,4.0,15.0,9.0,0.022,0.0,,,,,,,,,,,Temperate
224,38,Li et al. 2018b,100.12,39.35,7.6,116.8,Forest,36.0,10.0,7.5,-0.3857,-0.7885,,,,,,,,,,,Temperate
225,39,Su 2007,100.13,39.33,7.6,117.0,Non-forest,4.0,2.5,4.7,0.3087,0.1823,,,,,,,,,,,Temperate
226,39,Su 2007,100.13,39.33,7.6,117.0,Non-forest,4.0,7.5,4.4,0.1671,0.0,,,,,,,,,,,Temperate
227,39,Su 2007,100.13,39.33,7.6,117.0,Non-forest,4.0,15.0,4.0,0.1178,0.0,,,,,,,,,,,Temperate
228,40,Li et al. 2018b,100.12,39.35,7.6,116.8,Non-forest,32.0,10.0,7.5,-1.4843,-1.2993,,,,,,,,,,,Temperate
229,41,Su 2007,100.1,39.22,7.6,117.0,Non-forest,4.0,2.5,2.6,0.5261,0.4238,,,,,,,,,,,Temperate
230,41,Su 2007,100.1,39.22,7.6,117.0,Non-forest,4.0,7.5,2.0,0.1398,0.1292,,,,,,,,,,,Temperate
231,41,Su 2007,100.1,39.22,7.6,117.0,Non-forest,4.0,15.0,1.7,0.1625,0.1054,,,,,,,,,,,Temperate
232,42,Wu and Zhong 2014,103.95,35.9,4.45,480.0,Non-forest,1.0,10.0,9.75,0.1137,-0.4091,,0.1264,-0.4086,-1.1405,-1.0824,-0.467,,,,,Temperate
233,42,Wu and Zhong 2014,103.95,35.9,4.45,480.0,Non-forest,5.0,10.0,9.75,0.4258,-0.2136,,0.3089,-0.7473,-0.7668,-0.761,-0.7515,,,,,Temperate
234,42,Wu and Zhong 2014,103.95,35.9,4.45,480.0,Non-forest,10.0,10.0,9.75,0.6413,0.0817,,0.6378,-1.5597,-0.6556,-0.6194,-0.9778,,,,,Temperate
235,42,Wu and Zhong 2014,103.95,35.9,4.45,480.0,Non-forest,30.0,10.0,9.75,1.3355,0.5075,,1.1991,-2.2998,-0.2607,-0.2362,-0.4814,,,,,Temperate
236,43,Zhang et al. 2014b,99.63,38.83,3.0,253.0,Non-forest,8.0,5.0,16.76,-0.4889,-0.3928,0.263,0.1949,,-0.5605,0.2868,,,,,,Temperate
237,43,Zhang et al. 2014b,99.63,38.83,3.0,253.0,Non-forest,8.0,15.0,16.63,-0.7763,-0.2639,0.2121,0.1462,,-0.9704,0.4149,,,,,,Temperate
238,43,Zhang et al. 2014b,99.63,38.83,3.0,253.0,Non-forest,8.0,25.0,18.42,-0.4974,-0.2049,0.343,0.1481,,-1.2404,0.3754,,,,,,Temperate
239,44,Yuan 2006,107.29,36.56,8.4,500.0,Forest,6.0,10.0,4.64,0.5878,0.7221,,0.4356,-0.9366,,,,,,,,Temperate
240,44,Yuan 2006,107.29,36.56,8.4,500.0,Forest,6.0,30.0,3.89,0.4774,0.7673,,0.6322,-0.6732,,,,,,,,Temperate
241,45,Chen et al. 2010,102.88,34.92,2.0,550.0,Non-forest,10.0,7.5,20.0,0.2311,0.2578,,,,0.4396,1.2252,,,,,,Subtropical
242,46,Ning et al. 2018,102.76,37.28,4.5,450.0,Forest,18.0,2.5,2.05,0.4158,0.3514,-0.2412,-0.0248,0.0593,,,,,,,,Temperate
243,46,Ning et al. 2018,102.76,37.28,4.5,450.0,Forest,18.0,2.5,2.05,0.0894,0.1466,-0.2412,-0.0639,-0.2487,,,,,,,,Temperate
244,46,Ning et al. 2018,102.76,37.28,4.5,450.0,Forest,18.0,2.5,2.05,0.301,0.3137,-0.1542,0.1439,-0.0231,,,,,,,,Temperate
245,47,Deng et al. 2016b,108.73,35.83,10.0,587.0,Forest,100.0,10.0,10.8,0.89,0.3778,,,,-0.4972,-0.7029,,,,,,Temperate
246,48,Deng et al. 2016b,108.73,35.83,10.0,587.0,Non-forest,10.0,10.0,10.8,0.078,0.0938,,,,-0.9085,-1.2674,,,,,,Temperate
247,48,Deng et al. 2016b,108.73,35.83,10.0,587.0,Non-forest,30.0,10.0,10.8,0.3679,0.2066,,,,-0.6508,-0.8735,,,,,,Temperate
248,49,Deng et al. 2016b,108.73,35.83,10.0,587.0,Non-forest,60.0,10.0,10.8,0.6506,0.3199,,,,-0.6131,-1.4159,,,,,,Temperate
249,50,Dang et al. 2018,108.28,35.42,8.3,623.5,Forest,15.0,5.0,12.47,0.4922,0.5483,0.1358,,-0.0118,,,,,,,,Temperate
250,50,Dang et al. 2018,108.28,35.42,8.3,623.5,Forest,30.0,5.0,12.47,0.8276,0.7154,0.0702,,-0.1179,,,,,,,,Temperate
251,50,Dang et al. 2018,108.28,35.42,8.3,623.5,Forest,45.0,5.0,12.47,1.0022,0.9095,0.0531,,-0.3658,,,,,,,,Temperate
252,51,Zhang 2017,103.09,35.0,2.4,550.0,Non-forest,1.0,10.0,25.94,0.1191,,,,,-0.331,,,,,,,Subtropical
253,51,Zhang 2017,103.09,35.0,2.4,550.0,Non-forest,15.0,10.0,25.94,0.1913,,,,,0.3809,,,,,,,Subtropical
254,51,Zhang 2017,103.09,35.0,2.4,550.0,Non-forest,17.0,10.0,25.94,0.2907,,,,,0.447,,,,,,,Subtropical
255,51,Zhang 2017,103.09,35.0,2.4,550.0,Non-forest,27.0,10.0,25.94,0.3603,,,,,0.1593,,,,,,,Subtropical
256,52,Lu et al. 2012,107.92,24.83,18.5,1389.1,Non-forest,5.0,10.0,11.98,0.5677,0.2678,0.4394,0.8025,1.1087,1.7739,-0.0349,1.0604,0.8534,1.1402,,1.3592,Subtropical
257,52,Zeng and Wang 2005,107.95,24.92,18.5,1389.0,Non-forest,1.0,10.0,14.38,-0.0204,0.0441,-0.4144,,,,,,,,,,Subtropical
258,52,Zeng and Wang 2005,107.95,24.92,18.5,1389.0,Non-forest,2.0,10.0,13.34,0.0713,-0.0276,0.0,,,,,,,,,,Subtropical
259,52,Zeng and Wang 2005,107.95,24.92,18.5,1389.0,Non-forest,3.0,10.0,12.93,0.2132,-0.0328,0.4911,,,,,,,,,,Subtropical
260,52,Zeng and Wang 2005,107.95,24.92,18.5,1389.0,Non-forest,4.0,10.0,12.64,0.3126,0.0322,0.3765,,,,,,,,,,Subtropical
261,53,Wen et al. 2017,108.28,25.14,16.9,1400.0,Forest,,7.5,,,0.2953,-0.2933,,,,,,,,,,Subtropical
262,53,Yang et al. 2016,107.98,25.15,15.0,1530.0,Forest,,7.5,20.86,1.1302,1.3699,0.9687,,,,,,,,,,Subtropical
263,53,Hu et al. 2018,107.95,24.9,17.0,1600.0,Forest,52.0,5.0,18.66,1.2447,1.2872,,,,,,,,,,,Subtropical
264,53,Hu et al. 2018,107.95,24.9,17.0,1600.0,Forest,52.0,15.0,18.36,0.7825,1.0353,,,,,,,,,,,Subtropical
265,53,Hu et al. 2018,107.95,24.9,17.0,1600.0,Forest,52.0,25.0,14.33,0.5714,0.8434,,,,,,,,,,,Subtropical
266,53,Hu et al. 2018,107.95,24.9,17.0,1600.0,Forest,52.0,40.0,12.39,0.3686,0.636,,,,,,,,,,,Subtropical
267,54,Wen et al. 2017,108.28,25.14,16.9,1400.0,Non-forest,,7.5,,,-0.0332,-0.8389,,,,,,,,,,Subtropical
268,54,Yang et al. 2016,107.98,25.15,15.0,1530.0,Non-forest,,7.5,20.86,-0.0466,0.0905,0.4676,,,,,,,,,,Subtropical
269,54,Hu et al. 2018,107.95,24.9,17.0,1600.0,Non-forest,9.0,5.0,18.66,0.2531,0.2826,,,,,,,,,,,Subtropical
270,54,Hu et al. 2018,107.95,24.9,17.0,1600.0,Non-forest,9.0,15.0,18.36,-0.0164,-0.0715,,,,,,,,,,,Subtropical
271,54,Hu et al. 2018,107.95,24.9,17.0,1600.0,Non-forest,9.0,25.0,14.33,-0.1217,0.3687,,,,,,,,,,,Subtropical
272,54,Hu et al. 2018,107.95,24.9,17.0,1600.0,Non-forest,9.0,40.0,12.39,-0.1562,0.1473,,,,,,,,,,,Subtropical
273,55,Wen et al. 2017,108.28,25.14,16.9,1400.0,Non-forest,,7.5,,,0.0973,-0.2381,,,,,,,,,,Subtropical
274,55,Yang et al. 2016,107.98,25.15,15.0,1530.0,Non-forest,,7.5,20.86,0.7227,0.9569,1.105,,,,,,,,,,Subtropical
275,55,Hu et al. 2018,107.95,24.9,17.0,1600.0,Non-forest,25.0,5.0,18.66,0.9115,0.9641,,,,,,,,,,,Subtropical
276,55,Hu et al. 2018,107.95,24.9,17.0,1600.0,Non-forest,25.0,15.0,18.36,0.4811,0.6989,,,,,,,,,,,Subtropical
277,55,Hu et al. 2018,107.95,24.9,17.0,1600.0,Non-forest,25.0,25.0,14.33,0.2955,0.4999,,,,,,,,,,,Subtropical
278,55,Hu et al. 2018,107.95,24.9,17.0,1600.0,Non-forest,25.0,40.0,12.39,0.1245,0.3341,,,,,,,,,,,Subtropical
279,56,Lu et al. 2012,107.92,24.83,18.5,1389.1,Forest,5.0,10.0,11.98,-0.1706,-0.1542,-0.2318,0.3235,0.0702,0.7116,-0.6068,-0.0693,0.7246,0.84,,1.5551,Subtropical
280,56,Lu et al. 2012,107.92,24.83,18.5,1389.1,Forest,5.0,10.0,11.98,0.7897,0.8046,0.2069,1.1771,-0.283,1.7234,-0.1163,2.2699,1.3545,1.0,,1.7677,Subtropical
281,56,Zeng and Wang 2005,107.95,24.92,18.5,1389.0,Forest,1.0,10.0,14.38,-0.004,0.4424,0.6568,,,,,,,,,,Subtropical
282,56,Zeng and Wang 2005,107.95,24.92,18.5,1389.0,Forest,2.0,10.0,13.34,0.2003,0.4649,1.0136,,,,,,,,,,Subtropical
283,56,Zeng and Wang 2005,107.95,24.92,18.5,1389.0,Forest,3.0,10.0,12.93,0.2866,0.6299,1.2281,,,,,,,,,,Subtropical
284,56,Zeng and Wang 2005,107.95,24.92,18.5,1389.0,Forest,4.0,10.0,12.64,0.3712,0.7379,1.4881,,,,,,,,,,Subtropical
285,56,Li et al. 2018a,107.94,24.91,15.0,1530.0,Forest,16.0,7.5,10.34,0.8041,0.6527,0.3787,,,0.8031,0.6504,,,,,,Subtropical
286,57,Lu et al. 2012,107.92,24.83,18.5,1389.1,Non-forest,5.0,10.0,11.98,0.3803,0.2678,0.2162,0.7983,0.7764,1.4471,-0.328,0.2896,0.0793,0.2212,,0.5959,Subtropical
287,57,Hu et al. 2016,107.9,24.82,19.9,1389.0,Non-forest,1.0,5.0,14.64,0.6297,0.6343,0.7094,-0.7993,-0.5826,,,,,,,,Subtropical
288,57,Hu et al. 2016,107.9,24.82,19.9,1389.0,Non-forest,1.0,15.0,14.31,0.4909,0.4591,0.6847,-0.8489,-0.8084,,,,,,,,Subtropical
289,57,Hu et al. 2016,107.9,24.82,19.9,1389.0,Non-forest,1.0,25.0,14.62,0.2435,0.527,0.5289,-0.7351,-0.8333,,,,,,,,Subtropical
290,57,Hu et al. 2016,107.9,24.82,19.9,1389.0,Non-forest,1.0,35.0,10.19,0.5276,0.6374,0.5833,-0.5565,-0.8026,,,,,,,,Subtropical
291,57,Hu et al. 2016,107.9,24.82,19.9,1389.0,Non-forest,1.0,45.0,8.43,0.6129,0.6798,0.3854,-0.4568,-0.7968,,,,,,,,Subtropical
292,57,Hu et al. 2016,107.9,24.82,19.9,1389.0,Non-forest,5.0,5.0,14.64,0.2696,0.3432,0.3721,-0.633,-1.229,,,,,,,,Subtropical
293,57,Hu et al. 2016,107.9,24.82,19.9,1389.0,Non-forest,5.0,15.0,14.31,0.2233,0.2455,0.3567,-0.8832,-1.753,,,,,,,,Subtropical
294,57,Hu et al. 2016,107.9,24.82,19.9,1389.0,Non-forest,5.0,25.0,14.62,0.1039,0.3638,0.1607,-0.6141,-2.0797,,,,,,,,Subtropical
295,57,Hu et al. 2016,107.9,24.82,19.9,1389.0,Non-forest,5.0,35.0,10.19,0.4194,0.537,0.1888,-0.6931,-2.0864,,,,,,,,Subtropical
296,57,Hu et al. 2016,107.9,24.82,19.9,1389.0,Non-forest,5.0,45.0,8.43,0.5375,0.5952,0.1044,-0.5107,-1.9116,,,,,,,,Subtropical
297,57,Hu et al. 2016,107.9,24.82,19.9,1389.0,Non-forest,7.0,5.0,14.64,0.817,0.7666,0.3945,-0.5625,-1.3243,,,,,,,,Subtropical
298,57,Hu et al. 2016,107.9,24.82,19.9,1389.0,Non-forest,7.0,15.0,14.31,0.6478,0.583,0.61,-0.628,-1.3572,,,,,,,,Subtropical
299,57,Hu et al. 2016,107.9,24.82,19.9,1389.0,Non-forest,7.0,25.0,14.62,0.5183,0.7083,0.3585,-0.5769,-1.5128,,,,,,,,Subtropical
300,57,Hu et al. 2016,107.9,24.82,19.9,1389.0,Non-forest,7.0,35.0,10.19,0.7687,0.8335,0.147,-0.4177,-1.6809,,,,,,,,Subtropical
301,57,Hu et al. 2016,107.9,24.82,19.9,1389.0,Non-forest,7.0,45.0,8.43,0.8396,0.8358,0.1222,-0.3808,-1.6234,,,,,,,,Subtropical
302,57,Hu et al. 2017,107.95,24.92,18.5,1389.1,Non-forest,5.0,5.0,14.64,0.2696,0.3491,0.3691,,,0.2833,0.1774,0.2669,,,,,Subtropical
303,57,Hu et al. 2017,107.95,24.92,18.5,1389.1,Non-forest,7.0,5.0,14.64,0.817,0.7722,0.3691,,,0.4609,-0.0119,0.2075,,,,,Subtropical
304,57,Li et al. 2018a,107.94,24.91,15.0,1530.0,Non-forest,16.0,7.5,10.34,0.3753,0.1336,0.067,,,0.5917,0.4705,,,,,,Subtropical
305,58,Zeng and Wang 2005,107.95,24.92,18.5,1389.0,Non-forest,1.0,10.0,14.38,0.4162,0.5078,0.4855,,,,,,,,,,Subtropical
306,58,Zeng and Wang 2005,107.95,24.92,18.5,1389.0,Non-forest,2.0,10.0,13.34,0.6555,0.4563,0.9207,,,,,,,,,,Subtropical
307,58,Zeng and Wang 2005,107.95,24.92,18.5,1389.0,Non-forest,3.0,10.0,12.93,0.7175,0.466,1.0822,,,,,,,,,,Subtropical
308,58,Zeng and Wang 2005,107.95,24.92,18.5,1389.0,Non-forest,4.0,10.0,12.64,0.764,0.6221,1.3275,,,,,,,,,,Subtropical
309,59,Li et al. 2013c,106.65,24.86,20.5,1603.5,Forest,5.0,7.5,10.97,0.4972,0.314,0.8979,0.4567,1.1931,,,,,,,,Subtropical
310,59,Li et al. 2013c,106.65,24.86,20.5,1603.5,Forest,5.0,7.5,10.97,0.4602,0.2586,0.5978,0.2231,0.1268,,,,,,,,Subtropical
311,60,Yu and Sun 2012,107.6,23.53,20.25,1350.0,Forest,10.0,10.0,18.87,-0.1455,-0.275,,-0.7555,,,,,,,,,Subtropical
312,60,Yu and Sun 2012,107.6,23.53,20.25,1350.0,Forest,10.0,10.0,18.87,0.6668,0.5596,,-0.7775,,,,,,,,,Subtropical
313,60,Yu and Sun 2012,107.6,23.53,20.25,1350.0,Forest,10.0,30.0,14.94,-0.7198,-0.7552,,-0.8755,,,,,,,,,Subtropical
314,60,Yu and Sun 2012,107.6,23.53,20.25,1350.0,Forest,10.0,30.0,14.94,0.3514,0.5716,,-0.8367,,,,,,,,,Subtropical
315,60,Yu and Sun 2012,107.6,23.53,20.25,1350.0,Forest,10.0,50.0,10.42,-0.5046,-0.1861,,-0.2689,,,,,,,,,Subtropical
316,60,Yu and Sun 2012,107.6,23.53,20.25,1350.0,Forest,10.0,50.0,10.42,0.5406,0.7211,,-0.8756,,,,,,,,,Subtropical
317,61,Xie et al. 2018,110.53,25.19,18.6,1980.0,Forest,10.0,7.5,13.7,0.569,0.433,,,,,,,,,,,Subtropical
318,61,Xie et al. 2018,110.53,25.19,18.6,1980.0,Forest,50.0,7.5,13.7,0.909,0.6834,,,,,,,,,,,Subtropical
319,62,Zhang et al. 2014c,105.8,26.33,15.1,1378.0,Non-forest,3.0,5.0,23.49,-0.1923,,,,,,,,,,,,Subtropical
320,62,Zhang et al. 2014c,105.8,26.33,15.1,1378.0,Non-forest,15.0,5.0,23.49,0.2319,,,,,,,,,,,,Subtropical
321,62,Zhang et al. 2014c,105.8,26.33,15.1,1378.0,Non-forest,3.0,15.0,22.77,-0.2524,,,,,,,,,,,,Subtropical
322,62,Zhang et al. 2014c,105.8,26.33,15.1,1378.0,Non-forest,15.0,15.0,22.77,-0.2136,,,,,,,,,,,,Subtropical
323,62,Zhang et al. 2014c,105.8,26.33,15.1,1378.0,Non-forest,3.0,25.0,18.88,-0.2044,,,,,,,,,,,,Subtropical
324,62,Zhang et al. 2014c,105.8,26.33,15.1,1378.0,Non-forest,15.0,25.0,18.88,-0.0702,,,,,,,,,,,,Subtropical
325,63,Guo etal.2019,105.7722222,26.26069444,15.1,1315.0,Forest,10.0,5.0,24.7,0.963,0.5878,-0.256,0.3542,0.0,,,,,,,0.5503,Subtropical
326,63,Guo etal.2019,105.7722222,26.26069444,15.1,1315.0,Forest,10.0,20.0,21.0,0.8932,0.7397,-0.0483,0.2097,-0.4055,,,,,,,0.6515,Subtropical
327,63,Guo etal.2019,105.7722222,26.26069444,15.1,1315.0,Forest,10.0,40.0,11.9,0.8413,0.5878,-0.1994,0.0,-0.4055,,,,,,,0.1484,Subtropical
