No.,Studies,Author.year,Longitude(o),Latitude(o),MAT (°„C),MAP(mm),Ecosystem,Restoration time (year),Soil depth (cm),ambient SOC(g kg-1),lnRR.SOC,lnRR.TN,lnRR.TP,lnRR.AN,lnRR.AP,lnRR.MBC,lnRR.MBN,lnRR.MBP,lnRR.invertase,lnRR.urease,lnRR.catalase,lnRR.phosphatase
1537,168,"Xue et al. 2008, Wei et al. 2010",109.25,36.77,8.8,505.3,Non-forest,30,10,2.74,0.7395,0.6654,0.048,0.7696,0.3469,0.8541,0.7751,0.5209,0.7171,1.1613,0.3504,1.4479
1538,168,"Xue et al. 2008, Wei et al. 2010",109.25,36.77,8.8,505.3,Non-forest,15,10,2.74,0.5751,0.4009,-0.011,0.5015,0.364,0.1929,0.2718,0.0717,0.3727,0.3276,0.131,0.9965
1539,168,"Xue et al. 2008, Wei et al. 2010",109.25,36.77,8.8,505.3,Non-forest,25,10,2.74,1.3085,0.9743,0.1328,1.2089,1.076,1.0227,0.9004,0.5392,1.2295,0.8444,0.707,1.2291
1540,168,Liu 2009a,109.25,36.72,9.3,549.1,Non-forest,NA,10,0.78,0.4308,0.3137,0.0339,0.4805,0.0153,NA,NA,NA,0.8532,0.0215,0.129,0.8755
1541,168,Liu 2009a,109.25,36.72,9.3,549.1,Non-forest,NA,30,0.51,0.1953,0.0392,0,0.1237,0.3267,NA,NA,NA,0.6391,0.1335,-0.0594,0.9163
1542,168,Liu 2009a,109.25,36.72,9.3,549.1,Non-forest,NA,50,0.41,0.1985,0.0426,-0.0551,-0.0042,0.2041,NA,NA,NA,0.3023,-0.47,-0.0789,-0.5108
1543,168,Liang et al. 2013,109.25,36.78,8.8,492.4,Non-forest,26,10,22.6,0.8178,0.7138,NA,0.7895,NA,NA,NA,NA,NA,NA,NA,NA
1544,168,Liang et al. 2013,109.25,36.78,8.8,492.4,Non-forest,26,30,20.4,0.3273,0.3429,NA,0.3235,NA,NA,NA,NA,NA,NA,NA,NA
1545,168,Liang et al. 2013,109.25,36.78,8.8,492.4,Non-forest,26,50,17.6,0.1719,0.3228,NA,0.1126,NA,NA,NA,NA,NA,NA,NA,NA
1546,168,Li et al. 2013b,109.27,36.77,8.8,505.3,Non-forest,NA,10,1.59,1.782,0.996,-0.0183,1.405,0.1804,0.3926,0.6763,0.1297,2.7468,0.7191,0.4675,NA
1547,168,Li et al. 2013b,109.27,36.77,8.8,505.3,Non-forest,NA,10,1.59,1.2785,0.7751,0.087,0.4972,0.3998,0.5261,0.9029,0.0812,2.605,0.1911,0.0814,NA
1548,168,Li et al. 2013b,109.27,36.77,8.8,505.3,Non-forest,NA,10,1.59,1.8128,0.7973,0.018,1.113,0.3169,0.8771,0.9683,0.1629,2.7327,0.1001,0.0111,NA
1549,168,Li et al. 2013b,109.27,36.77,8.8,505.3,Non-forest,NA,10,1.59,1.8616,1.0486,0.087,1.37,0.2265,0.9975,1.4586,0.3474,2.818,1.0986,0.2617,NA
1550,168,Zhang et al. 2010a,109.26,36.75,8.8,549.1,Non-forest,10,10,2.08,0.8128,NA,NA,0.3631,0.1079,NA,NA,NA,NA,NA,NA,NA
1551,168,Zhang et al. 2010a,109.26,36.75,8.8,549.1,Non-forest,10,30,2.15,0.4495,NA,NA,0.4272,-0.0594,NA,NA,NA,NA,NA,NA,NA
1552,168,Zhang et al. 2010a,109.26,36.75,8.8,549.1,Non-forest,10,50,1.89,0.5047,NA,NA,0.54,-0.0183,NA,NA,NA,NA,NA,NA,NA
1553,168,Jiao et al. 2012,109.25,36.75,NA,504,Non-forest,NA,10,2.14,0.3531,0.4126,-0.0159,NA,-0.15,NA,NA,NA,NA,NA,NA,NA
1554,168,Jiao et al. 2012,109.25,36.75,NA,504,Non-forest,NA,10,2.14,0.8044,0.8175,0.0445,NA,0.3386,NA,NA,NA,NA,NA,NA,NA
1555,168,Zhang et al. 2013a,109.26,36.74,8.8,510,Non-forest,30,5,3.33,0.9036,0.7885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1556,168,Zhang et al. 2013a,109.26,36.73,8.8,510,Non-forest,30,5,3.33,0.5871,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,168,Zhang et al. 2013a,109.26,36.74,8.8,510,Non-forest,30,15,2.89,0.4384,0.4547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1558,168,Zhang et al. 2013a,109.26,36.73,8.8,510,Non-forest,30,15,2.89,0.3074,0.2412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,168,Zhang et al. 2013a,109.26,36.74,8.8,510,Non-forest,30,30,2.63,-0.0507,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,168,Zhang et al. 2013a,109.26,36.73,8.8,510,Non-forest,30,30,2.63,0.0373,0.0984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1561,168,Zhang et al. 2013a,109.26,36.74,8.8,510,Non-forest,30,50,2.62,-0.1747,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1562,168,Zhang et al. 2013a,109.26,36.73,8.8,510,Non-forest,30,50,2.62,-0.3213,-0.1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1563,168,Zhang et al. 2013a,109.26,36.74,8.8,510,Non-forest,30,70,2.42,-0.2057,-0.2151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1564,168,Zhang et al. 2013a,109.26,36.73,8.8,510,Non-forest,30,70,2.42,-0.064,-0.1759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565,168,Zhang et al. 2013a,109.26,36.74,8.8,510,Non-forest,30,90,2.34,-0.3137,-0.1603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1566,168,Zhang et al. 2013a,109.26,36.73,8.8,510,Non-forest,30,90,2.34,0.0976,0.1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1567,168,Liang et al. 2014,109.25,36.78,8.8,495,Non-forest,26,10,4.2,1.1676,0.6225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,168,Liang et al. 2014,109.25,36.78,8.8,495,Non-forest,26,30,4.3,0.6455,0.2877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1569,168,Liang et al. 2014,109.25,36.78,8.8,495,Non-forest,26,50,3.7,0.7066,0.2663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,5,3.12,0.3729,-1.1611,-0.3776,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,40,5,3.12,0.9278,0.3052,1.029,NA,NA,NA,NA,NA,NA,NA,NA,NA
1572,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,15,2.08,0.3696,-0.9202,0.5405,NA,NA,NA,NA,NA,NA,NA,NA,NA
1573,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,40,15,2.08,0.6737,-0.6687,1.1466,NA,NA,NA,NA,NA,NA,NA,NA,NA
1574,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,25,1.82,0.3094,-0.7861,0.1787,NA,NA,NA,NA,NA,NA,NA,NA,NA
1575,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,40,25,1.82,0.4308,-0.4619,0.6357,NA,NA,NA,NA,NA,NA,NA,NA,NA
1576,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,35,1.7,0.1725,-0.8695,0.1853,NA,NA,NA,NA,NA,NA,NA,NA,NA
1577,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,40,35,1.7,0.4918,-0.7814,0.2183,NA,NA,NA,NA,NA,NA,NA,NA,NA
1578,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,45,1.65,0.1411,-0.3803,0.3542,NA,NA,NA,NA,NA,NA,NA,NA,NA
1579,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,40,45,1.65,0.4813,0.0862,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA
1580,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,55,1.6,0.1233,-0.1284,0.7584,NA,NA,NA,NA,NA,NA,NA,NA,NA
1581,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,40,55,1.6,0.497,0.2317,0.8823,NA,NA,NA,NA,NA,NA,NA,NA,NA
1582,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,65,1.58,0.1192,-0.7935,-0.0362,NA,NA,NA,NA,NA,NA,NA,NA,NA
1583,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,40,65,1.58,0.4942,0.4562,1.059,NA,NA,NA,NA,NA,NA,NA,NA,NA
1584,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,75,1.55,0.1271,-0.1371,0.3247,NA,NA,NA,NA,NA,NA,NA,NA,NA
1585,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,40,75,1.55,0.4978,0.3818,0.5562,NA,NA,NA,NA,NA,NA,NA,NA,NA
1586,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,85,1.53,0.1286,-0.7027,0.0283,NA,NA,NA,NA,NA,NA,NA,NA,NA
1587,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,40,85,1.53,0.5186,0.3032,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA
1588,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,95,1.5,0.1369,-0.6073,-0.4056,NA,NA,NA,NA,NA,NA,NA,NA,NA
1589,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,40,95,1.5,0.5228,-0.2201,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
1590,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,110,1.52,0.106,-0.8476,-0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA
1591,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,40,110,1.52,0.4936,-0.11,0.2943,NA,NA,NA,NA,NA,NA,NA,NA,NA
1592,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,130,1.5,0.131,-1.0506,-0.4703,NA,NA,NA,NA,NA,NA,NA,NA,NA
1593,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,40,130,1.5,0.4865,-0.3221,0.4165,NA,NA,NA,NA,NA,NA,NA,NA,NA
1594,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,150,1.48,0.1503,-0.9876,-0.3389,NA,NA,NA,NA,NA,NA,NA,NA,NA
1595,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,40,150,1.48,0.4834,-0.9816,-0.0945,NA,NA,NA,NA,NA,NA,NA,NA,NA
1596,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,170,1.47,0.1629,-0.9812,-0.4502,NA,NA,NA,NA,NA,NA,NA,NA,NA
1597,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,40,170,1.47,0.4985,-0.7792,-0.0308,NA,NA,NA,NA,NA,NA,NA,NA,NA
1598,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,30,190,1.46,0.1697,-1.3445,-1.007,NA,NA,NA,NA,NA,NA,NA,NA,NA
1599,168,Chen 2014,109.27,36.73,8.8,549.1,Non-forest,40,190,1.46,0.5177,-0.3916,0.0714,NA,NA,NA,NA,NA,NA,NA,NA,NA
1600,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,20,5,3.12,0.9248,-1.2757,-0.2583,NA,NA,NA,NA,NA,NA,NA,NA,NA
1601,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,30,5,3.12,0.85,-1.0506,-0.2682,NA,NA,NA,NA,NA,NA,NA,NA,NA
1602,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,40,5,3.12,1.0741,-0.9656,-0.0148,NA,NA,NA,NA,NA,NA,NA,NA,NA
1603,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,20,15,2.08,0.9099,-0.8602,0.7397,NA,NA,NA,NA,NA,NA,NA,NA,NA
1604,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,30,15,2.08,1.1496,-0.7175,0.7293,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,40,15,2.08,1.2555,-0.8377,1.0553,NA,NA,NA,NA,NA,NA,NA,NA,NA
1606,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,20,25,1.82,0.4773,-0.5334,0.2506,NA,NA,NA,NA,NA,NA,NA,NA,NA
1607,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,30,25,1.82,0.9344,-0.7376,0.2309,NA,NA,NA,NA,NA,NA,NA,NA,NA
1608,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,40,25,1.82,0.5849,-0.5592,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,20,35,1.7,0.6931,-0.6264,0.2076,NA,NA,NA,NA,NA,NA,NA,NA,NA
1610,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,30,35,1.7,0.7956,-0.8372,0.2172,NA,NA,NA,NA,NA,NA,NA,NA,NA
1611,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,40,35,1.7,1.0586,-0.7782,0.2027,NA,NA,NA,NA,NA,NA,NA,NA,NA
1612,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,20,45,1.65,0.7132,-0.1618,0.2529,NA,NA,NA,NA,NA,NA,NA,NA,NA
1613,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,30,45,1.65,0.8342,-0.2481,0.2723,NA,NA,NA,NA,NA,NA,NA,NA,NA
1614,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,40,45,1.65,1.0678,-0.1056,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA
1615,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,20,55,1.6,0.5947,-0.5227,0.347,NA,NA,NA,NA,NA,NA,NA,NA,NA
1616,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,30,55,1.6,0.5477,-0.3104,0.3565,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,40,55,1.6,1.1527,-0.3458,0.3177,NA,NA,NA,NA,NA,NA,NA,NA,NA
1618,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,20,65,1.58,0.9121,-0.5461,0.2945,NA,NA,NA,NA,NA,NA,NA,NA,NA
1619,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,30,65,1.58,0.2522,-0.5655,0.1948,NA,NA,NA,NA,NA,NA,NA,NA,NA
1620,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,40,65,1.58,0.9777,-0.3621,0.2459,NA,NA,NA,NA,NA,NA,NA,NA,NA
1621,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,20,75,1.55,0.9563,0.0801,0.3687,NA,NA,NA,NA,NA,NA,NA,NA,NA
1622,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,30,75,1.55,0.7455,-0.0799,0.3828,NA,NA,NA,NA,NA,NA,NA,NA,NA
1623,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,40,75,1.55,0.8427,0.1473,0.3156,NA,NA,NA,NA,NA,NA,NA,NA,NA
1624,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,20,85,1.53,0.7379,-0.1159,0.2636,NA,NA,NA,NA,NA,NA,NA,NA,NA
1625,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,30,85,1.53,0.4776,-0.5025,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
1626,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,40,85,1.53,0.9097,-0.2906,0.1958,NA,NA,NA,NA,NA,NA,NA,NA,NA
1627,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,20,95,1.5,0.6,-0.1098,0.1184,NA,NA,NA,NA,NA,NA,NA,NA,NA
1628,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,30,95,1.5,1.177,-0.1555,0.0793,NA,NA,NA,NA,NA,NA,NA,NA,NA
1629,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,40,95,1.5,0.9555,-0.1462,0.1279,NA,NA,NA,NA,NA,NA,NA,NA,NA
1630,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,20,110,1.52,0.4428,-0.3256,-0.0599,NA,NA,NA,NA,NA,NA,NA,NA,NA
1631,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,30,110,1.52,0.6687,-0.3436,-0.1167,NA,NA,NA,NA,NA,NA,NA,NA,NA
1632,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,40,110,1.52,0.5621,-0.4902,-0.0878,NA,NA,NA,NA,NA,NA,NA,NA,NA
1633,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,20,130,1.5,0.768,-0.9805,-0.0249,NA,NA,NA,NA,NA,NA,NA,NA,NA
1634,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,30,130,1.5,0.5628,-0.7318,-0.1485,NA,NA,NA,NA,NA,NA,NA,NA,NA
1635,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,40,130,1.5,0.9725,-0.8281,-0.0872,NA,NA,NA,NA,NA,NA,NA,NA,NA
1636,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,20,150,1.48,1.1766,-0.9443,-0.1638,NA,NA,NA,NA,NA,NA,NA,NA,NA
1637,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,30,150,1.48,0.8119,-0.9006,-0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA
1638,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,40,150,1.48,0.9604,-1.0778,-0.1968,NA,NA,NA,NA,NA,NA,NA,NA,NA
1639,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,20,170,1.47,0.5956,-1.0535,-0.3192,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,30,170,1.47,0.7133,-0.9544,-0.4166,NA,NA,NA,NA,NA,NA,NA,NA,NA
1641,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,40,170,1.47,0.7022,-1.1635,-0.4021,NA,NA,NA,NA,NA,NA,NA,NA,NA
1642,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,20,190,1.46,0.991,-1.2222,-0.5599,NA,NA,NA,NA,NA,NA,NA,NA,NA
1643,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,30,190,1.46,0.9995,-1.0771,-0.7253,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644,168,Yang 2014,109.34,36.85,8.9,535,Non-forest,40,190,1.46,0.7743,-1.1326,-0.6637,NA,NA,NA,NA,NA,NA,NA,NA,NA
1645,168,Liu 2012,109.26,36.76,8.8,505.3,Non-forest,30,5,5.42,-0.5669,-0.8806,NA,NA,-1.3912,-1.8348,-3.5943,-1.8729,NA,NA,NA,NA
1646,168,Liu 2012,109.26,36.76,8.8,505.3,Non-forest,30,20,2.76,0.0042,-0.0008,NA,NA,-0.6851,0.7145,-0.1473,-1.9582,NA,NA,NA,NA
1647,168,Liu 2012,109.26,36.76,8.8,505.3,Non-forest,30,45,1.27,0.4409,0.1942,NA,NA,-0.0911,1.6156,-0.2679,-1.0153,NA,NA,NA,NA
1648,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,10,5,3.83,-0.1986,0,-0.1198,NA,NA,NA,NA,NA,NA,NA,NA,NA
1649,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,10,15,3.85,-0.3623,-0.3102,-0.1759,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,10,25,3.37,-0.4588,-0.5108,-0.1596,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,10,35,3.36,-0.5288,-0.2973,-0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA
1652,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,10,50,2.64,-0.4761,-0.3302,-0.1457,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,17,5,3.83,0.1745,0.2231,-0.0328,NA,NA,NA,NA,NA,NA,NA,NA,NA
1654,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,17,15,3.85,-0.3113,-0.1691,-0.1018,NA,NA,NA,NA,NA,NA,NA,NA,NA
1655,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,17,25,3.37,-0.5118,-0.4394,-0.1035,NA,NA,NA,NA,NA,NA,NA,NA,NA
1656,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,17,35,3.36,-0.6297,-0.2595,-0.1219,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,17,50,2.64,-0.4402,-0.2877,-0.0886,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,26,5,3.83,0.9527,0.9343,0.0317,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,26,15,3.85,0.3494,0.3365,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,26,25,3.37,0.1253,0,0.0323,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,26,35,3.36,-0.0241,0.0556,0.0163,NA,NA,NA,NA,NA,NA,NA,NA,NA
1662,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,26,50,2.64,0.0335,0,0.0496,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,34,5,3.83,0.9607,0.7697,0.0924,NA,NA,NA,NA,NA,NA,NA,NA,NA
1664,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,34,15,3.85,0.2693,0.1054,0.0473,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,34,25,3.37,-0.003,-0.2513,0.0323,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,34,35,3.36,-0.1717,-0.4199,0.0323,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,34,50,2.64,0.0262,-0.6931,0.0656,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,40,5,3.83,1.0943,0.6103,0.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,40,15,3.85,0.2929,0.022,-0.0163,NA,NA,NA,NA,NA,NA,NA,NA,NA
1670,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,40,25,3.37,-0.0363,-0.1431,-0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,40,35,3.36,-0.3118,-0.0896,-0.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,40,50,2.64,-0.1466,-0.0645,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,50,5,3.83,0.9416,0.4785,0.0317,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,50,15,3.85,0.2733,0.1823,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,50,25,3.37,-0.0149,-0.069,-0.0165,NA,NA,NA,NA,NA,NA,NA,NA,NA
1676,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,50,35,3.36,-0.1717,0.0282,-0.0165,NA,NA,NA,NA,NA,NA,NA,NA,NA
1677,168,Cui et al. 2012,109.25,36.78,8.8,542.5,Non-forest,50,50,2.64,-0.0269,0.0896,0.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA
1678,168,Han et al. 2017,109.25,36.78,8.8,510,Non-forest,13,10,3.2,0.4855,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1679,168,Han et al. 2017,109.25,36.78,8.8,510,Non-forest,28,10,3.2,0.7969,0.2231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,168,Han et al. 2017,109.25,36.78,8.8,510,Non-forest,38,10,3.2,0.9651,0.4055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1681,169,Yue et al. 2007a,108,36.98,7.8,478.3,Non-forest,NA,10,5.7,0.3083,-0.0841,0.3732,0.491,-1.0841,NA,NA,NA,-0.7456,0.1291,0.0933,-0.0474
1682,169,Yue et al. 2007a,108,36.98,7.8,478.3,Non-forest,NA,30,NA,NA,-0.1728,0.2578,0.1335,-0.3382,NA,NA,NA,-0.6713,-0.3771,0.0147,0.0139
1683,170,Dong et al. 2014a,108.12,37.07,7.8,478.3,Non-forest,50,10,3.83,1.7897,NA,NA,NA,1.352,NA,NA,NA,NA,NA,NA,NA
1684,170,Dong et al. 2014a,108.12,37.07,7.8,478.3,Non-forest,50,10,3.09,2.005,NA,NA,NA,0.9812,NA,NA,NA,NA,NA,NA,NA
1685,171,Yue et al. 2007a,108,36.98,7.8,478.3,Forest,NA,10,5.7,0.2849,0.0625,0.2697,0.5276,-0.9246,NA,NA,NA,0.5601,0.4156,0.0822,0.8724
1686,171,Yue et al. 2007a,108,36.98,7.8,478.3,Forest,NA,30,NA,NA,-0.0827,-0.0299,-0.1238,-0.4169,NA,NA,NA,-0.0244,-0.1819,-0.066,0.0151
1687,171,Yue et al. 2007b,108,36.98,7.8,478.3,Forest,NA,10,5.7,0.0564,0.1542,0.0317,0.4008,-0.9502,NA,NA,NA,NA,NA,NA,NA
1688,171,Yue et al. 2007b,108,36.98,7.8,478.3,Forest,NA,10,5.7,0.1125,0.3228,-0.2151,-0.012,-1.0841,NA,NA,NA,NA,NA,NA,NA
1689,171,Yue et al. 2007b,108,36.98,7.8,478.3,Forest,NA,30,5.19,-0.1558,-0.1252,-0.1358,-0.1948,-0.3914,NA,NA,NA,NA,NA,NA,NA
1690,171,Yue et al. 2007b,108,36.98,7.8,478.3,Forest,NA,30,5.19,-0.1877,-0.1591,-0.293,-0.4639,-0.7516,NA,NA,NA,NA,NA,NA,NA
1691,171,Yue et al. 2007b,108,36.98,7.8,478.3,Forest,NA,50,5.1,-0.2596,-0.2985,-0.069,-0.121,-0.0797,NA,NA,NA,NA,NA,NA,NA
1692,171,Yue et al. 2007b,108,36.98,7.8,478.3,Forest,NA,50,5.1,-0.3588,-0.1382,-0.2025,-0.0441,-0.6715,NA,NA,NA,NA,NA,NA,NA
1693,171,Yue et al. 2007b,108,36.98,7.8,478.3,Forest,NA,70,5.05,-0.2865,-0.1431,-0.018,0.0776,0,NA,NA,NA,NA,NA,NA,NA
1694,171,Yue et al. 2007b,108,36.98,7.8,478.3,Forest,NA,70,5.05,-0.1766,-0.5108,-0.5596,-0.1417,-0.6103,NA,NA,NA,NA,NA,NA,NA
